id_evento,usuario,area,hora,volumen_mb,carpetas_distintas,fuera_de_horario,pais,pais_inusual,clasificacion_forense
EV0800,sopo05,soporte_de_equipos,8.51,138.0,12,0,CR,0,normal
EV0385,cont08,contabilidad,10.11,61.3,7,0,CR,0,normal
EV0751,sopo08,soporte_de_equipos,10.74,147.8,10,0,CR,0,normal
EV0423,cont05,contabilidad,9.56,28.4,5,0,CR,0,normal
EV0315,cont06,contabilidad,10.87,31.2,2,0,CR,0,normal
EV1022,vent06,ventas_campo,12.43,97.1,5,0,CR,0,normal
EV0544,sopo09,soporte_de_equipos,4.07,145.3,10,1,CR,0,normal
EV0914,sopo04,soporte_de_equipos,15.81,155.0,15,0,CR,0,normal
EV0663,sopo03,soporte_de_equipos,16.12,95.1,15,0,CR,0,normal
EV0903,sopo07,soporte_de_equipos,16.12,155.2,10,0,CR,0,normal
EV1389,lega07,legal,14.81,14.0,3,0,CR,0,normal
EV0686,sopo04,soporte_de_equipos,14.31,158.4,13,0,CR,0,normal
EV1667,ti_i02,ti_infraestructura,4.46,319.1,28,1,CR,0,normal
EV0160,cont11,contabilidad,8.3,38.1,3,0,CR,0,normal
EV1000,vent04,ventas_campo,15.29,38.1,3,0,PA,0,normal
EV1587,lega04,legal,12.07,27.2,5,0,CR,0,normal
EV1766,ti_i06,ti_infraestructura,4.56,246.6,33,1,CR,0,normal
EV0203,cont14,contabilidad,10.94,31.9,3,0,CR,0,normal
EV1024,vent12,ventas_campo,17.26,24.9,5,0,PA,0,normal
EV1524,lega04,legal,12.67,21.0,4,0,CR,0,normal
EV1181,vent10,ventas_campo,14.98,47.2,5,0,CR,0,normal
EV0113,cont07,contabilidad,8.42,27.3,1,0,CR,0,normal
EV1796,ti_i02,ti_infraestructura,2.55,219.0,30,1,CR,0,normal
EV1226,vent02,ventas_campo,11.23,31.2,7,0,CR,0,normal
EV0981,vent11,ventas_campo,14.77,35.3,6,0,NI,0,normal
EV0923,sopo10,soporte_de_equipos,2.15,104.5,17,1,CR,0,normal
EV1476,lega01,legal,10.46,20.2,3,0,CR,0,normal
EV1579,lega03,legal,10.59,17.6,2,0,CR,0,normal
EV1409,lega02,legal,11.61,27.2,3,0,CR,0,normal
EV1740,ti_i03,ti_infraestructura,2.87,325.4,22,1,CR,0,normal
EV0816,sopo11,soporte_de_equipos,14.17,86.8,8,0,CR,0,normal
EV1448,lega06,legal,11.54,3.3,3,0,CR,0,normal
EV1422,lega08,legal,10.88,20.0,3,0,CR,0,normal
EV0680,sopo04,soporte_de_equipos,16.18,82.5,21,0,CR,0,normal
EV1094,vent02,ventas_campo,13.95,82.1,6,0,PA,0,normal
EV0081,cont10,contabilidad,13.01,30.0,4,0,CR,0,normal
EV1749,ti_i01,ti_infraestructura,3.52,390.2,23,1,CR,0,normal
EV1335,lega06,legal,11.94,18.6,3,0,CR,0,normal
EV1523,lega07,legal,10.22,29.6,3,0,CR,0,normal
EV0753,sopo03,soporte_de_equipos,8.45,147.2,8,0,CR,0,normal
EV1347,lega01,legal,11.67,25.9,4,0,CR,0,normal
EV1055,vent07,ventas_campo,14.22,58.1,6,0,GT,0,normal
EV0243,cont03,contabilidad,8.78,40.5,2,0,CR,0,normal
EV1333,lega01,legal,11.7,8.1,4,0,CR,0,normal
EV0642,sopo01,soporte_de_equipos,12.4,131.3,15,0,CR,0,normal
EV0697,sopo06,soporte_de_equipos,11.95,107.7,12,0,CR,0,normal
EV0210,cont14,contabilidad,9.18,36.2,4,0,CR,0,normal
EV1997,cont11,contabilidad,22.8,240.0,41,1,VN,1,incidente_confirmado
EV0771,sopo01,soporte_de_equipos,19.05,129.8,9,1,CR,0,normal
EV1743,ti_i01,ti_infraestructura,4.19,345.2,35,1,CR,0,normal
EV0436,cont04,contabilidad,8.07,49.4,2,0,CR,0,normal
EV1064,vent11,ventas_campo,15.29,93.6,7,0,CR,0,normal
EV0975,vent12,ventas_campo,13.22,77.0,6,0,PA,0,normal
EV0552,sopo09,soporte_de_equipos,3.57,104.7,12,1,CR,0,normal
EV1386,lega07,legal,11.82,15.5,1,0,CR,0,normal
EV1540,lega03,legal,10.38,35.6,3,0,CR,0,normal
EV1014,vent11,ventas_campo,17.44,49.5,7,0,CR,0,normal
EV1874,ti_i04,ti_infraestructura,3.49,172.5,33,1,CR,0,normal
EV0467,cont04,contabilidad,11.17,34.1,3,0,CR,0,normal
EV1467,lega05,legal,12.05,29.4,5,0,CR,0,normal
EV1298,vent03,ventas_campo,13.9,51.1,7,0,NI,0,normal
EV0278,cont01,contabilidad,10.53,49.2,1,0,CR,0,normal
EV1070,vent03,ventas_campo,17.62,76.8,4,0,CR,0,normal
EV1018,vent04,ventas_campo,14.0,69.3,8,0,CR,0,normal
EV1314,vent08,ventas_campo,12.82,49.3,5,0,PA,0,normal
EV0723,sopo09,soporte_de_equipos,10.02,120.5,4,0,CR,0,normal
EV1940,ti_i03,ti_infraestructura,1.43,285.9,24,1,CR,0,normal
EV0787,sopo07,soporte_de_equipos,18.53,101.8,15,0,CR,0,normal
EV1536,lega01,legal,12.18,20.6,2,0,CR,0,normal
EV1669,ti_i03,ti_infraestructura,4.64,351.7,32,1,CR,0,normal
EV1361,lega02,legal,8.42,33.0,1,0,CR,0,normal
EV1295,vent12,ventas_campo,13.6,42.8,7,0,CR,0,normal
EV0907,sopo05,soporte_de_equipos,4.69,132.6,7,1,CR,0,normal
EV0564,sopo03,soporte_de_equipos,15.62,109.9,12,0,CR,0,normal
EV0389,cont07,contabilidad,12.43,37.5,4,0,CR,0,normal
EV0023,cont13,contabilidad,10.77,42.8,7,0,CR,0,normal
EV1960,ti_i01,ti_infraestructura,1.33,369.2,15,1,CR,0,normal
EV0125,cont05,contabilidad,6.28,44.1,1,1,CR,0,normal
EV1447,lega02,legal,10.43,33.2,3,0,CR,0,normal
EV0774,sopo02,soporte_de_equipos,17.67,143.4,11,0,CR,0,normal
EV0881,sopo02,soporte_de_equipos,13.37,83.3,14,0,CR,0,normal
EV1145,vent07,ventas_campo,12.2,56.1,2,0,CR,0,normal
EV1167,vent03,ventas_campo,15.41,42.4,7,0,NI,0,normal
EV0051,cont14,contabilidad,8.39,52.7,1,0,CR,0,normal
EV1387,lega04,legal,10.94,27.1,4,0,CR,0,normal
EV1449,lega08,legal,11.66,6.0,3,0,CR,0,normal
EV1106,vent09,ventas_campo,14.74,89.6,5,0,CR,0,normal
EV0704,sopo06,soporte_de_equipos,8.18,148.3,9,0,CR,0,normal
EV0483,cont08,contabilidad,10.63,27.3,5,0,CR,0,normal
EV1146,vent03,ventas_campo,9.78,83.1,7,0,CR,0,normal
EV1899,ti_i01,ti_infraestructura,1.26,198.4,18,1,CR,0,normal
EV0067,cont05,contabilidad,11.6,28.8,3,0,CR,0,normal
EV1710,ti_i05,ti_infraestructura,5.49,265.4,25,1,CR,0,normal
EV0734,sopo02,soporte_de_equipos,20.25,167.4,14,1,CR,0,normal
EV1773,ti_i05,ti_infraestructura,4.03,291.6,28,1,CR,0,normal
EV0802,sopo03,soporte_de_equipos,23.79,106.9,12,1,CR,0,normal
EV1976,svc_respaldo,ti_infraestructura,1.5,928.3,68,1,CR,0,respaldo_programado
EV1755,ti_i02,ti_infraestructura,2.63,291.5,32,1,CR,0,normal
EV0908,sopo06,soporte_de_equipos,9.04,106.1,17,0,CR,0,normal
EV0032,cont05,contabilidad,11.04,35.6,4,0,CR,0,normal
EV0418,cont11,contabilidad,9.75,30.9,4,0,CR,0,normal
EV0882,sopo10,soporte_de_equipos,17.15,95.0,11,0,CR,0,normal
EV0633,sopo02,soporte_de_equipos,19.1,91.3,11,1,CR,0,normal
EV1621,lega02,legal,12.37,23.1,3,0,CR,0,normal
EV1430,lega02,legal,13.16,18.5,4,0,CR,0,normal
EV0065,cont08,contabilidad,11.01,32.9,3,0,CR,0,normal
EV1611,lega02,legal,11.83,12.4,5,0,CR,0,normal
EV1596,lega05,legal,11.36,7.1,3,0,CR,0,normal
EV0078,cont12,contabilidad,10.8,28.8,3,0,CR,0,normal
EV0492,cont12,contabilidad,7.76,28.7,4,0,CR,0,normal
EV1868,ti_i01,ti_infraestructura,4.38,352.7,21,1,CR,0,normal
EV1516,lega01,legal,10.25,13.8,3,0,CR,0,normal
EV0533,sopo01,soporte_de_equipos,10.56,106.1,7,0,CR,0,normal
EV0066,cont10,contabilidad,8.52,32.3,5,0,CR,0,normal
EV1679,ti_i03,ti_infraestructura,5.16,264.2,30,1,CR,0,normal
EV0297,cont09,contabilidad,9.86,39.3,4,0,CR,0,normal
EV0592,sopo05,soporte_de_equipos,18.17,137.9,14,0,CR,0,normal
EV0768,sopo08,soporte_de_equipos,8.82,125.8,10,0,CR,0,normal
EV0725,sopo09,soporte_de_equipos,11.45,118.2,16,0,CR,0,normal
EV1930,ti_i04,ti_infraestructura,0.03,229.0,18,1,CR,0,normal
EV0627,sopo01,soporte_de_equipos,9.5,110.4,6,0,CR,0,normal
EV1942,ti_i06,ti_infraestructura,1.95,288.3,19,1,CR,0,normal
EV1934,ti_i03,ti_infraestructura,0.0,314.9,35,1,CR,0,normal
EV1213,vent02,ventas_campo,14.68,82.6,5,0,CR,0,normal
EV1601,lega03,legal,12.03,7.7,2,0,CR,0,normal
EV0252,cont13,contabilidad,9.48,25.2,5,0,CR,0,normal
EV1808,ti_i01,ti_infraestructura,1.15,269.1,17,1,CR,0,normal
EV1306,vent12,ventas_campo,15.86,96.6,7,0,CR,0,normal
EV1891,ti_i04,ti_infraestructura,1.24,361.9,18,1,CR,0,normal
EV0983,vent07,ventas_campo,18.03,83.4,8,0,CR,0,normal
EV1761,ti_i06,ti_infraestructura,1.84,252.2,26,1,CR,0,normal
EV0707,sopo09,soporte_de_equipos,16.57,169.7,14,0,CR,0,normal
EV0488,cont04,contabilidad,11.27,35.3,4,0,CR,0,normal
EV0274,cont12,contabilidad,9.71,39.1,4,0,CR,0,normal
EV1496,lega02,legal,10.32,2.8,5,0,CR,0,normal
EV1805,ti_i03,ti_infraestructura,5.31,189.5,26,1,CR,0,normal
EV0964,vent10,ventas_campo,14.33,50.4,7,0,CR,0,normal
EV0878,sopo07,soporte_de_equipos,16.39,100.9,12,0,CR,0,normal
EV1950,ti_i01,ti_infraestructura,3.3,228.8,30,1,CR,0,normal
EV1801,ti_i06,ti_infraestructura,4.83,337.3,15,1,CR,0,normal
EV0412,cont07,contabilidad,9.22,22.9,5,0,CR,0,normal
EV0668,sopo04,soporte_de_equipos,14.04,165.6,14,0,CR,0,normal
EV1263,vent10,ventas_campo,13.23,73.9,7,0,NI,0,normal
EV0150,cont09,contabilidad,10.76,33.3,2,0,CR,0,normal
EV0645,sopo07,soporte_de_equipos,20.53,164.0,14,1,CR,0,normal
EV1594,lega04,legal,11.34,23.9,4,0,CR,0,normal
EV0219,cont07,contabilidad,11.06,31.3,3,0,CR,0,normal
EV0240,cont09,contabilidad,10.2,23.1,6,0,CR,0,normal
EV1132,vent01,ventas_campo,18.2,59.8,5,0,CR,0,normal
EV1217,vent05,ventas_campo,11.95,66.3,1,0,PA,0,normal
EV0793,sopo09,soporte_de_equipos,20.6,179.3,8,1,CR,0,normal
EV0192,cont04,contabilidad,9.92,22.5,5,0,CR,0,normal
EV0334,cont11,contabilidad,9.53,35.7,5,0,CR,0,normal
EV1313,vent11,ventas_campo,16.42,87.1,7,0,CR,0,normal
EV1316,vent10,ventas_campo,17.66,61.7,6,0,CR,0,normal
EV0963,vent05,ventas_campo,14.13,56.0,6,0,CR,0,normal
EV1498,lega08,legal,11.75,1.5,4,0,CR,0,normal
EV1938,ti_i03,ti_infraestructura,1.5,301.5,33,1,CR,0,normal
EV1641,lega06,legal,10.72,32.9,3,0,CR,0,normal
EV1606,lega01,legal,7.97,16.1,2,0,CR,0,normal
EV0583,sopo08,soporte_de_equipos,20.68,130.5,13,1,CR,0,normal
EV1897,ti_i05,ti_infraestructura,2.43,318.8,30,1,CR,0,normal
EV1655,lega04,legal,11.85,33.5,2,0,CR,0,normal
EV0840,sopo03,soporte_de_equipos,17.13,144.7,13,0,CR,0,normal
EV0628,sopo11,soporte_de_equipos,6.99,93.4,11,1,CR,0,normal
EV0324,cont06,contabilidad,9.24,43.5,3,0,CR,0,normal
EV1632,lega07,legal,11.72,18.7,3,0,CR,0,normal
EV1161,vent01,ventas_campo,15.24,64.6,6,0,CR,0,normal
EV0779,sopo04,soporte_de_equipos,18.94,111.6,11,0,CR,0,normal
EV1077,vent11,ventas_campo,7.09,61.5,4,0,CR,0,normal
EV0940,sopo07,soporte_de_equipos,20.62,99.8,5,1,CR,0,normal
EV0438,cont01,contabilidad,11.01,44.8,3,0,CR,0,normal
EV0120,cont04,contabilidad,10.18,49.3,4,0,CR,0,normal
EV1967,svc_respaldo,ti_infraestructura,3.34,928.0,76,1,CR,0,respaldo_programado
EV1553,lega07,legal,10.95,24.2,2,0,CR,0,normal
EV1027,vent09,ventas_campo,16.55,77.6,9,0,CR,0,normal
EV1254,vent01,ventas_campo,14.8,51.3,5,0,CR,0,normal
EV1369,lega02,legal,11.27,22.5,2,0,CR,0,normal
EV0077,cont13,contabilidad,10.13,44.3,2,0,CR,0,normal
EV1054,vent01,ventas_campo,14.5,77.2,8,0,CR,0,normal
EV0901,sopo02,soporte_de_equipos,14.58,183.2,2,0,CR,0,normal
EV0372,cont10,contabilidad,10.3,39.1,6,0,CR,0,normal
EV1851,ti_i05,ti_infraestructura,3.88,340.3,21,1,CR,0,normal
EV1432,lega01,legal,10.9,24.3,4,0,CR,0,normal
EV1963,ti_i04,ti_infraestructura,4.27,302.8,24,1,CR,0,normal
EV0942,sopo06,soporte_de_equipos,12.49,153.5,11,0,CR,0,normal
EV0578,sopo06,soporte_de_equipos,13.95,118.4,11,0,CR,0,normal
EV0820,sopo09,soporte_de_equipos,17.12,89.1,11,0,CR,0,normal
EV1459,lega03,legal,10.05,17.1,4,0,CR,0,normal
EV1481,lega04,legal,11.74,12.7,2,0,CR,0,normal
EV1721,ti_i05,ti_infraestructura,2.18,278.9,26,1,CR,0,normal
EV1370,lega02,legal,9.8,29.3,5,0,CR,0,normal
EV0887,sopo05,soporte_de_equipos,16.42,95.4,10,0,CR,0,normal
EV0969,vent09,ventas_campo,16.03,43.5,6,0,CR,0,normal
EV1700,ti_i02,ti_infraestructura,0.77,352.6,29,1,CR,0,normal
EV0786,sopo11,soporte_de_equipos,20.38,150.6,7,1,CR,0,normal
EV1754,ti_i05,ti_infraestructura,1.52,308.1,34,1,CR,0,normal
EV1689,ti_i06,ti_infraestructura,4.43,269.2,37,1,CR,0,normal
EV0302,cont13,contabilidad,9.28,35.9,6,0,CR,0,normal
EV0690,sopo03,soporte_de_equipos,12.48,144.6,13,0,CR,0,normal
EV0813,sopo05,soporte_de_equipos,5.21,138.8,6,1,CR,0,normal
EV1062,vent06,ventas_campo,13.68,67.6,6,0,NI,0,normal
EV0237,cont14,contabilidad,10.18,42.4,3,0,CR,0,normal
EV1116,vent03,ventas_campo,15.38,60.0,5,0,CR,0,normal
EV1346,lega04,legal,10.31,23.0,3,0,CR,0,normal
EV0500,cont01,contabilidad,9.23,31.0,1,0,CR,0,normal
EV1646,lega08,legal,12.63,21.1,2,0,CR,0,normal
EV1080,vent10,ventas_campo,13.11,62.5,4,0,CR,0,normal
EV1327,vent09,ventas_campo,11.13,55.3,9,0,CR,0,normal
EV0795,sopo05,soporte_de_equipos,0.73,135.9,14,1,CR,0,normal
EV1911,ti_i06,ti_infraestructura,0.67,431.1,29,1,CR,0,normal
EV1521,lega02,legal,10.15,29.9,2,0,CR,0,normal
EV1919,ti_i04,ti_infraestructura,2.35,219.0,27,1,CR,0,normal
EV0991,vent04,ventas_campo,16.17,81.0,7,0,CR,0,normal
EV1362,lega06,legal,10.07,19.2,4,0,CR,0,normal
EV0935,sopo11,soporte_de_equipos,4.59,113.0,10,1,CR,0,normal
EV0388,cont09,contabilidad,9.59,39.9,4,0,CR,0,normal
EV1460,lega07,legal,9.28,21.8,5,0,CR,0,normal
EV0391,cont02,contabilidad,11.9,31.3,4,0,CR,0,normal
EV0744,sopo09,soporte_de_equipos,15.0,112.4,13,0,CR,0,normal
EV0353,cont03,contabilidad,9.08,31.3,4,0,CR,0,normal
EV1218,vent07,ventas_campo,11.56,84.1,7,0,PA,0,normal
EV0236,cont05,contabilidad,10.01,36.7,5,0,CR,0,normal
EV1696,ti_i01,ti_infraestructura,3.42,331.4,21,1,CR,0,normal
EV0481,cont14,contabilidad,10.78,27.4,3,0,CR,0,normal
EV0568,sopo08,soporte_de_equipos,10.27,90.1,10,0,CR,0,normal
EV1141,vent08,ventas_campo,16.09,59.4,9,0,CR,0,normal
EV1671,ti_i06,ti_infraestructura,2.57,336.9,24,1,CR,0,normal
EV1852,ti_i02,ti_infraestructura,5.07,181.7,12,1,CR,0,normal
EV1556,lega01,legal,11.39,41.9,3,0,CR,0,normal
EV0121,cont03,contabilidad,9.19,50.3,4,0,CR,0,normal
EV1716,ti_i03,ti_infraestructura,1.67,213.2,29,1,CR,0,normal
EV1025,vent05,ventas_campo,12.66,60.4,6,0,PA,0,normal
EV1087,vent11,ventas_campo,14.58,51.2,8,0,PA,0,normal
EV1273,vent08,ventas_campo,16.23,64.7,7,0,PA,0,normal
EV0927,sopo04,soporte_de_equipos,10.85,169.6,8,0,CR,0,normal
EV0516,cont09,contabilidad,8.66,23.1,3,0,CR,0,normal
EV0224,cont11,contabilidad,9.64,19.4,3,0,CR,0,normal
EV1468,lega02,legal,11.23,23.2,2,0,CR,0,normal
EV0614,sopo11,soporte_de_equipos,17.0,147.7,10,0,CR,0,normal
EV0844,sopo03,soporte_de_equipos,6.86,95.5,10,1,CR,0,normal
EV1246,vent07,ventas_campo,14.73,62.3,8,0,NI,0,normal
EV0053,cont10,contabilidad,8.24,51.9,2,0,CR,0,normal
EV1832,ti_i03,ti_infraestructura,2.86,280.6,36,1,CR,0,normal
EV0486,cont02,contabilidad,9.5,32.8,3,0,CR,0,normal
EV1903,ti_i03,ti_infraestructura,2.22,201.9,22,1,CR,0,normal
EV0819,sopo04,soporte_de_equipos,15.43,181.5,16,0,CR,0,normal
EV0156,cont01,contabilidad,10.13,24.3,6,0,CR,0,normal
EV1367,lega08,legal,11.71,17.9,5,0,CR,0,normal
EV0601,sopo06,soporte_de_equipos,8.75,165.1,12,0,CR,0,normal
EV1592,lega01,legal,10.5,23.0,3,0,CR,0,normal
EV0249,cont04,contabilidad,8.89,27.6,4,0,CR,0,normal
EV0762,sopo06,soporte_de_equipos,19.87,182.4,8,1,CR,0,normal
EV1816,ti_i03,ti_infraestructura,7.86,413.3,18,0,CR,0,normal
EV1131,vent08,ventas_campo,15.59,42.9,8,0,CR,0,normal
EV0543,sopo09,soporte_de_equipos,9.85,129.9,9,0,CR,0,normal
EV0794,sopo06,soporte_de_equipos,13.04,117.3,10,0,CR,0,normal
EV1142,vent05,ventas_campo,15.97,74.1,5,0,NI,0,normal
EV1446,lega02,legal,11.75,16.3,4,0,CR,0,normal
EV0629,sopo03,soporte_de_equipos,7.55,168.5,13,0,CR,0,normal
EV0151,cont10,contabilidad,9.79,47.3,5,0,CR,0,normal
EV1678,ti_i04,ti_infraestructura,4.36,322.9,17,1,CR,0,normal
EV0292,cont02,contabilidad,10.88,27.1,6,0,CR,0,normal
EV0382,cont11,contabilidad,10.62,38.6,7,0,CR,0,normal
EV0687,sopo07,soporte_de_equipos,7.48,97.8,12,0,CR,0,normal
EV1368,lega05,legal,11.18,15.2,2,0,CR,0,normal
EV1225,vent09,ventas_campo,21.72,41.9,6,1,CR,0,normal
EV0898,sopo11,soporte_de_equipos,10.99,84.2,17,0,CR,0,normal
EV0855,sopo08,soporte_de_equipos,17.23,102.9,15,0,CR,0,normal
EV1072,vent10,ventas_campo,11.66,70.8,4,0,CR,0,normal
EV1985,svc_respaldo,ti_infraestructura,2.36,845.0,73,1,CR,0,respaldo_programado
EV1518,lega07,legal,11.06,26.6,2,0,CR,0,normal
EV1677,ti_i03,ti_infraestructura,0.59,281.5,26,1,CR,0,normal
EV0892,sopo05,soporte_de_equipos,20.27,129.9,12,1,CR,0,normal
EV1745,ti_i02,ti_infraestructura,1.58,282.2,31,1,CR,0,normal
EV1989,svc_respaldo,ti_infraestructura,3.99,834.7,58,1,CR,0,respaldo_programado
EV1365,lega04,legal,11.79,36.9,4,0,CR,0,normal
EV0616,sopo02,soporte_de_equipos,8.29,95.1,14,0,CR,0,normal
EV0155,cont07,contabilidad,9.74,41.4,1,0,CR,0,normal
EV1194,vent06,ventas_campo,15.0,33.9,7,0,CR,0,normal
EV1703,ti_i05,ti_infraestructura,1.53,297.3,27,1,CR,0,normal
EV1983,svc_respaldo,ti_infraestructura,3.16,823.1,61,1,CR,0,respaldo_programado
EV1769,ti_i06,ti_infraestructura,1.55,286.4,30,1,CR,0,normal
EV0323,cont13,contabilidad,7.93,45.8,5,0,CR,0,normal
EV1538,lega05,legal,11.02,18.0,4,0,CR,0,normal
EV1283,vent02,ventas_campo,15.24,55.2,8,0,CR,0,normal
EV0083,cont10,contabilidad,8.3,42.0,2,0,CR,0,normal
EV0513,cont14,contabilidad,10.82,46.1,6,0,CR,0,normal
EV1517,lega03,legal,9.38,11.5,3,0,CR,0,normal
EV1477,lega01,legal,10.49,25.5,4,0,CR,0,normal
EV0930,sopo06,soporte_de_equipos,13.11,132.4,12,0,CR,0,normal
EV1622,lega01,legal,10.92,20.9,5,0,CR,0,normal
EV1358,lega01,legal,12.27,12.7,3,0,CR,0,normal
EV0011,cont07,contabilidad,9.83,24.6,4,0,CR,0,normal
EV0832,sopo09,soporte_de_equipos,15.89,114.0,10,0,CR,0,normal
EV0033,cont13,contabilidad,8.1,34.7,6,0,CR,0,normal
EV1750,ti_i03,ti_infraestructura,4.33,328.6,30,1,CR,0,normal
EV0414,cont14,contabilidad,10.11,35.8,4,0,CR,0,normal
EV0581,sopo08,soporte_de_equipos,16.41,121.7,13,0,CR,0,normal
EV1407,lega07,legal,13.03,3.9,2,0,CR,0,normal
EV1915,ti_i01,ti_infraestructura,2.58,118.9,21,1,CR,0,normal
EV1564,lega01,legal,10.03,22.7,4,0,CR,0,normal
EV1894,ti_i03,ti_infraestructura,2.0,353.5,29,1,CR,0,normal
EV0615,sopo09,soporte_de_equipos,15.3,91.6,13,0,CR,0,normal
EV1046,vent02,ventas_campo,13.13,52.8,10,0,GT,0,normal
EV1403,lega04,legal,10.01,21.9,5,0,CR,0,normal
EV1015,vent04,ventas_campo,16.04,34.7,7,0,GT,0,normal
EV0090,cont14,contabilidad,9.37,28.1,5,0,CR,0,normal
EV1765,ti_i04,ti_infraestructura,4.45,251.3,20,1,CR,0,normal
EV0602,sopo03,soporte_de_equipos,9.45,165.7,9,0,CR,0,normal
EV1238,vent01,ventas_campo,10.99,88.8,2,0,CR,0,normal
EV1827,ti_i03,ti_infraestructura,4.48,314.8,25,1,CR,0,normal
EV0134,cont11,contabilidad,9.52,37.3,4,0,CR,0,normal
EV1371,lega08,legal,10.93,22.7,3,0,CR,0,normal
EV0556,sopo07,soporte_de_equipos,14.2,165.6,12,0,CR,0,normal
EV1032,vent11,ventas_campo,10.05,90.9,3,0,CR,0,normal
EV1557,lega05,legal,10.72,9.9,4,0,CR,0,normal
EV0321,cont09,contabilidad,8.07,24.9,4,0,CR,0,normal
EV1760,ti_i01,ti_infraestructura,0.98,439.5,30,1,CR,0,normal
EV1212,vent05,ventas_campo,12.92,84.2,6,0,CR,0,normal
EV1727,ti_i05,ti_infraestructura,3.25,417.5,27,1,CR,0,normal
EV0635,sopo04,soporte_de_equipos,12.87,132.6,20,0,CR,0,normal
EV0553,sopo03,soporte_de_equipos,11.96,113.8,9,0,CR,0,normal
EV1329,vent02,ventas_campo,16.41,93.7,10,0,CR,0,normal
EV1056,vent07,ventas_campo,14.21,56.3,3,0,NI,0,normal
EV1550,lega02,legal,12.21,16.8,4,0,CR,0,normal
EV0797,sopo07,soporte_de_equipos,12.59,124.2,13,0,CR,0,normal
EV1652,lega02,legal,12.13,15.5,5,0,CR,0,normal
EV1265,vent03,ventas_campo,12.36,48.0,7,0,CR,0,normal
EV1701,ti_i02,ti_infraestructura,4.06,194.7,24,1,CR,0,normal
EV0175,cont07,contabilidad,9.01,38.6,4,0,CR,0,normal
EV0767,sopo08,soporte_de_equipos,14.62,72.4,6,0,CR,0,normal
EV0246,cont04,contabilidad,9.82,31.8,4,0,CR,0,normal
EV1081,vent06,ventas_campo,19.97,33.4,7,1,NI,0,normal
EV1726,ti_i02,ti_infraestructura,4.54,283.0,22,1,CR,0,normal
EV0146,cont10,contabilidad,10.77,37.8,5,0,CR,0,normal
EV0091,cont07,contabilidad,11.35,39.5,6,0,CR,0,normal
EV1417,lega04,legal,9.8,16.8,2,0,CR,0,normal
EV0683,sopo04,soporte_de_equipos,19.76,133.1,8,1,CR,0,normal
EV0311,cont11,contabilidad,11.25,36.1,1,0,CR,0,normal
EV1384,lega05,legal,10.56,3.9,3,0,CR,0,normal
EV0094,cont11,contabilidad,7.43,34.3,4,0,CR,0,normal
EV1559,lega06,legal,11.18,25.6,2,0,CR,0,normal
EV0925,sopo09,soporte_de_equipos,10.76,83.8,13,0,CR,0,normal
EV1676,ti_i02,ti_infraestructura,2.32,278.3,37,1,CR,0,normal
EV1036,vent03,ventas_campo,11.11,39.5,6,0,CR,0,normal
EV1401,lega07,legal,11.33,37.4,3,0,CR,0,normal
EV0244,cont08,contabilidad,9.24,43.1,7,0,CR,0,normal
EV1112,vent12,ventas_campo,14.91,86.5,6,0,PA,0,normal
EV0215,cont06,contabilidad,8.05,32.8,6,0,CR,0,normal
EV1970,svc_respaldo,ti_infraestructura,1.53,881.4,56,1,CR,0,respaldo_programado
EV1198,vent04,ventas_campo,13.78,57.0,8,0,GT,0,normal
EV0999,vent02,ventas_campo,18.91,68.5,4,0,CR,0,normal
EV0854,sopo03,soporte_de_equipos,19.92,92.3,8,1,CR,0,normal
EV0426,cont08,contabilidad,7.82,37.2,3,0,CR,0,normal
EV1752,ti_i01,ti_infraestructura,3.04,248.8,30,1,CR,0,normal
EV1143,vent06,ventas_campo,19.6,30.6,7,1,CR,0,normal
EV1144,vent03,ventas_campo,15.73,38.4,6,0,CR,0,normal
EV0227,cont11,contabilidad,9.46,40.8,5,0,CR,0,normal
EV1617,lega02,legal,8.93,22.2,3,0,CR,0,normal
EV0001,cont11,contabilidad,10.09,46.2,2,0,CR,0,normal
EV1419,lega02,legal,11.2,38.0,4,0,CR,0,normal
EV0402,cont05,contabilidad,12.06,36.5,2,0,CR,0,normal
EV1429,lega03,legal,11.78,9.2,1,0,CR,0,normal
EV1104,vent10,ventas_campo,13.78,35.1,9,0,CR,0,normal
EV0085,cont11,contabilidad,11.36,51.5,6,0,CR,0,normal
EV0163,cont09,contabilidad,10.06,23.0,2,0,CR,0,normal
EV0115,cont06,contabilidad,11.66,34.9,2,0,CR,0,normal
EV0671,sopo01,soporte_de_equipos,14.4,115.9,16,0,CR,0,normal
EV1175,vent09,ventas_campo,10.48,72.2,6,0,CR,0,normal
EV1519,lega04,legal,11.48,14.0,2,0,CR,0,normal
EV1509,lega04,legal,13.49,10.2,3,0,CR,0,normal
EV1393,lega04,legal,12.92,5.7,3,0,CR,0,normal
EV0890,sopo03,soporte_de_equipos,16.65,129.0,9,0,CR,0,normal
EV1502,lega01,legal,10.39,22.3,5,0,CR,0,normal
EV0626,sopo05,soporte_de_equipos,6.9,115.7,11,1,CR,0,normal
EV1948,ti_i02,ti_infraestructura,1.32,391.6,28,1,CR,0,normal
EV0953,vent09,ventas_campo,18.02,98.0,6,0,GT,0,normal
EV0808,sopo02,soporte_de_equipos,14.2,186.9,9,0,CR,0,normal
